Country Name,Country Code,Year,Primary_Enrollment,Secondary_Enrollment,Tertiary_Enrollment,Region,IncomeGroup,Primary_to_Secondary_Drop,Secondary_to_Tertiary_Drop,Survival_Prim_to_Sec,Survival_Sec_to_Tert,Education_Survival_Index,Primary_Enrollment_YoY,Secondary_Enrollment_YoY,Tertiary_Enrollment_YoY,Dropout_Risk_Level
Albania,ALB,2015,105.688652991606,102.440729325166,61.9608485481051,Europe & Central Asia,Upper middle income,3.247923666440002,40.479880777060906,96.92689463390364,60.48458357947628,78.70573910668996,-0.08192882225199583,-0.8806482063999965,-3.5898611379644976,Moderate Risk
Albania,ALB,2016,105.324777401077,99.170755047578,58.4884791901189,Europe & Central Asia,Upper middle income,6.154022353499002,40.682275857459096,94.1570991125246,58.97754752604089,76.56732331928275,-0.3638755905290054,-3.2699742775880054,-3.472369357986196,Moderate Risk
Albania,ALB,2017,105.414970908323,97.5743697537481,58.0177836674929,Europe & Central Asia,Upper middle income,7.840601154574898,39.5565860862552,92.56215593760996,59.46006498828989,76.01111046294993,0.09019350724599917,-1.596385293829897,-0.4706955226260021,Moderate Risk
Albania,ALB,2018,104.568015324639,98.822387862215,56.0802964109938,Europe & Central Asia,Upper middle income,5.745627462424011,42.74209145122119,94.5053681619697,56.74857451247265,75.62697133722118,-0.846955583683993,1.2480181084668942,-1.9374872564990966,Moderate Risk
Albania,ALB,2019,102.58954115148,99.01515356567,61.4085141527142,Europe & Central Asia,Upper middle income,3.574387585810001,37.60663941295581,96.51583626781974,62.01930910705109,79.26757268743542,-1.9784741731590003,0.19276570345500943,5.328217741720394,Moderate Risk
Albania,ALB,2020,100.020970049835,95.9294474518951,61.5853024328899,Europe & Central Asia,Upper middle income,4.0915225979399,34.344145019005204,95.90933521650378,64.19853764275307,80.05393642962842,-2.5685711016450057,-3.0857061137749042,0.1767882801756997,Moderate Risk
Albania,ALB,2021,97.1075038284839,97.665033031442,59.9698690125562,Europe & Central Asia,Upper middle income,-0.5575292029580936,37.69516401888579,100.57413606670688,61.40362333492446,80.98887970081567,-2.9134662213511007,1.7355855795468926,-1.6154334203336944,Moderate Risk
Albania,ALB,2022,96.3712299304757,97.3224714726407,62.647921513098,Europe & Central Asia,Upper middle income,-0.9512415421649933,34.6745499595427,100.98705966796444,64.37148642562944,82.67927304679694,-0.7362738980081929,-0.34256155880129313,2.6780525005417957,Moderate Risk
Albania,ALB,2023,93.7138120137738,96.1368771236947,64.7293520237257,Europe & Central Asia,Upper middle income,-2.4230651099208984,31.407525099969007,102.58560083924957,67.33040843467543,84.9580046369625,-2.6574179167019025,-1.1855943489459975,2.0814305106276976,Moderate Risk
Algeria,DZA,2000,109.734397888184,64.5954208374023,15.2947797775269,Middle East & North Africa,Upper middle income,45.138977050781705,49.3006410598754,58.865243789119845,23.677808084920557,41.2715259370202,,,,Moderate Risk
Algeria,DZA,2001,109.017837524414,68.763298034668,15.2947797775269,Middle East & North Africa,Upper middle income,40.25453948974601,53.4685182571411,63.07527244728992,22.24265009775392,42.65896127252192,-0.7165603637700002,4.167877197265696,0.0,High Risk
Algeria,DZA,2002,110.677276611328,72.5830688476562,16.9754199981689,Middle East & North Africa,Upper middle income,38.094207763671804,55.60764884948729,65.5808229746658,23.387575460330044,44.48419921749792,1.6594390869139914,3.819770812988196,1.6806402206419992,High Risk
Algeria,DZA,2003,111.387786865234,75.4358673095703,18.211820602417,Middle East & North Africa,Upper middle income,35.95191955566371,57.2240467071533,67.72364316820365,24.14212396827116,45.93288356823741,0.7105102539060084,2.852798461914105,1.2364006042481002,High Risk
Algeria,DZA,2004,111.655128479004,79.6298599243164,18.8709297180176,Middle East & North Africa,Upper middle income,32.0252685546876,60.75893020629881,71.3176913672087,23.698308317951746,47.50799984258022,0.2673416137700002,4.193992614746108,0.6591091156006001,High Risk
Algeria,DZA,2005,112.398590087891,81.8563690185547,20.7098693847656,Middle East & North Africa,Upper middle income,30.542221069336293,61.146499633789105,72.8268646026133,25.30025413180887,49.063559367211084,0.7434616088869888,2.2265090942382955,1.8389396667480007,High Risk
Algeria,DZA,2006,112.077087402344,83.4811935424805,21.3458003997803,Middle East & North Africa,Upper middle income,28.59589385986351,62.135393142700195,74.48551303157308,25.56959177748005,50.02755240452656,-0.3215026855469887,1.6248245239257955,0.6359310150146982,High Risk
Algeria,DZA,2007,112.334480285645,73.517822265625,23.5956306457519,Middle East & North Africa,Upper middle income,38.81665802002,49.922191619873104,65.4454643656011,32.09511642020522,48.77029039290316,0.2573928833009944,-9.963371276855497,2.2498302459716015,Moderate Risk
Algeria,DZA,2008,110.910949707031,80.2311401367188,23.5956306457519,Middle East & North Africa,Upper middle income,30.679809570312187,56.63550949096691,72.33834021676644,29.40956666643836,50.873953441602396,-1.423530578614006,6.713317871093807,0.0,High Risk
Algeria,DZA,2009,113.491889953613,96.3929595947266,30.5014705657959,Middle East & North Africa,Upper middle income,17.098930358886392,65.8914890289307,84.93378657640193,31.642840612048754,58.28831359422534,2.580940246582003,16.1618194580078,6.905839920043999,High Risk
Algeria,DZA,2010,113.807026512965,100.739776611328,30.7344437013341,Middle East & North Africa,Upper middle income,13.067249901636998,70.0053329099939,88.5180640404937,30.50874712568905,59.51340558309138,0.31513655935199836,4.346817016601392,0.23297313553820231,High Risk
Algeria,DZA,2011,112.733764527322,103.184272766113,32.3866003582095,Middle East & North Africa,Upper middle income,9.549491761208998,70.79767240790349,91.52916448656818,31.387147953855294,61.458156220211734,-1.0732619856430006,2.444496154785,1.6521566568753983,High Risk
Algeria,DZA,2012,112.067747390185,103.184272766113,33.5570987119466,Middle East & North Africa,Upper middle income,8.883474624072008,69.6271740541664,92.07312109777445,32.52152465910209,62.297322878438266,-0.6660171371369898,0.0,1.170498353737102,High Risk
Algeria,DZA,2013,112.336630248486,103.184272766113,35.4386275633738,Middle East & North Africa,Upper middle income,9.152357482373006,67.7456452027392,91.85273987467116,34.34498941878697,63.09886464672907,0.2688828583009979,0.0,1.8815288514271984,High Risk
Algeria,DZA,2014,111.144837219297,103.184272766113,36.0427983596258,Middle East & North Africa,Upper middle income,7.960564453184006,67.14147440648719,92.83766601099317,34.930515468499486,63.88409073974633,-1.1917930291890002,0.0,0.6041707962519993,High Risk
Algeria,DZA,2015,109.584787441309,103.184272766113,38.2444735695552,Middle East & North Africa,Upper middle income,6.400514675196007,64.9397991965578,94.15930365460264,37.0642468511104,65.61177525285652,-1.5600497779879987,0.0,2.201675209929398,High Risk
Algeria,DZA,2016,109.072307418092,103.184272766113,43.9040620880927,Middle East & North Africa,Upper middle income,5.888034651978998,59.280210678020296,94.60171441188166,42.5491801329159,68.57544727239878,-0.5124800232170088,0.0,5.659588518537504,High Risk
Algeria,DZA,2017,108.062271942986,103.184272766113,49.177689984383,Middle East & North Africa,Upper middle income,4.877999176873004,54.006582781729996,95.4859368684691,47.66006356012577,71.57300021429744,-1.010035475105994,0.0,5.2736278962903,High Risk
Algeria,DZA,2018,107.095121871029,103.184272766113,52.8819387317527,Middle East & North Africa,Upper middle income,3.9108491049159966,50.3023340343603,96.34824720623064,51.24999897185861,73.79912308904463,-0.9671500719570076,0.0,3.7042487473696966,High Risk
Algeria,DZA,2019,106.067513980116,103.184272766113,53.8645018203122,Middle East & North Africa,Upper middle income,2.8832412140030073,49.3197709458008,97.28169247509325,52.20224010533704,74.74196629021515,-1.0276078909129893,0.0,0.9825630885595018,Moderate Risk
Algeria,DZA,2020,108.531941210547,103.184272766113,53.3752192208988,Middle East & North Africa,Upper middle income,5.347668444434007,49.8090535452142,95.0727238591819,51.728056795907264,73.40039032754459,2.4644272304309993,0.0,-0.4892825994134,Moderate Risk
Algeria,DZA,2021,104.739764213022,103.184272766113,54.2222597146723,Middle East & North Africa,Upper middle income,1.5554914469090022,48.9620130514407,98.51489884611024,52.548957569897766,75.531928208004,-3.7921769975250044,0.0,0.8470404937734983,Moderate Risk
Algeria,DZA,2022,105.74715363116,104.550270080566,53.3875786756,Middle East & North Africa,Upper middle income,1.1968835505940092,51.162691404966,98.86816475952756,51.064027509885676,74.96609613470662,1.007389418138004,1.365997314452997,-0.8346810390723007,High Risk
Algeria,DZA,2023,105.840748480875,101.264892578125,55.5320185816789,Middle East & North Africa,Upper middle income,4.575855902750007,45.7328739964461,95.67665953951861,54.8383720832335,75.25751581137605,0.09359484971500365,-3.285377502440994,2.144439906078901,Moderate Risk
Andorra,AND,2002,100.489242553711,82.6385192871094,7.30906009674072,Europe & Central Asia,High income,17.85072326660159,75.32945919036868,82.23618487614685,8.84461648126462,45.54040067870574,,,,High Risk
Andorra,AND,2003,102.448677062988,83.0041580200195,8.82606983184814,Europe & Central Asia,High income,19.444519042968494,74.17808818817136,81.0202341304871,10.633286382736884,45.82676025661199,1.9594345092770027,0.3656387329100994,1.5170097351074192,High Risk
Andorra,AND,2004,99.3939437866211,79.7546005249023,8.74042987823486,Europe & Central Asia,High income,19.639343261718793,71.01417064666744,80.24090551846848,10.959154482261846,45.600030000365166,-3.0547332763669033,-3.2495574951172017,-0.08563995361327947,High Risk
Andorra,AND,2005,90.0573196411133,86.0663299560547,8.45697021484375,Europe & Central Asia,High income,3.9909896850585938,77.60935974121095,95.56838944245392,9.826107630198548,52.697248536326235,-9.336624145507798,6.311729431152401,-0.28345966339110973,High Risk
Andorra,AND,2006,90.3818130493164,85.2862777709961,9.93558025360107,Europe & Central Asia,High income,5.0955352783203125,75.35069751739502,94.36221170343202,11.649682121524048,53.00594691247804,0.3244934082031108,-0.780052185058608,1.4786100387573207,High Risk
Andorra,AND,2007,88.5400009155273,82.7160491943359,9.93558025360107,Europe & Central Asia,High income,5.823951721191406,72.78046894073482,93.42223666030021,12.011671677231684,52.71695416876595,-1.8418121337891051,-2.570228576660199,0.0,High Risk
Andorra,AND,2008,87.0373992919922,82.462532043457,11.0230503082275,Europe & Central Asia,High income,4.574867248535199,71.4394817352295,94.74379142098735,13.367343974374268,54.05556769768081,-1.5026016235350994,-0.25351715087889204,1.0874700546264293,High Risk
Andorra,AND,2009,85.0247116088867,82.9412994384766,11.0230503082275,Europe & Central Asia,High income,2.0834121704100994,71.91824913024911,97.54963923900878,13.290182795368514,55.419911017188646,-2.012687683105497,0.4787673950196023,0.0,High Risk
Andorra,AND,2010,84.9445571899414,85.4886322021484,11.0230503082275,Europe & Central Asia,High income,-0.5440750122069886,74.4655818939209,100.64050603146993,12.894170867258866,56.767338449364395,-0.08015441894529829,2.5473327636717897,0.0,High Risk
Andorra,AND,2011,86.2257308959961,86.196891784668,11.0230503082275,Europe & Central Asia,High income,0.02883911132809658,75.1738414764405,99.96655393810127,12.788222498514953,56.37738821830811,1.2811737060546875,0.7082595825196023,0.0,High Risk
Andorra,AND,2012,83.5187072753906,87.2305068969727,12.870249017038,Europe & Central Asia,High income,-3.7117996215821023,74.3602578799347,104.4442733163278,14.75429809463214,59.59928570547997,-2.707023620605497,1.0336151123047017,1.8471987088105006,High Risk
Andorra,AND,2013,85.0512237548828,86.7936096191406,14.5405405405405,Europe & Central Asia,High income,-1.7423858642577983,72.25306907860009,102.04863115112764,16.753008204573938,59.40081967785079,1.5325164794922017,-0.4368972778321023,1.6702915235024989,High Risk
Andorra,AND,2014,87.0263326910726,88.978157043457,13.5399673735726,Europe & Central Asia,High income,-1.9518243523844063,75.43818966988441,102.24279742927122,15.217181186344048,58.729989307807635,1.9751089361897982,2.1845474243164062,-1.0005731669679,High Risk
Andorra,AND,2015,88.5957446808511,91.2962188720703,13.8206896551724,Europe & Central Asia,High income,-2.7004741912192003,77.4755292168979,103.04808566251926,15.138293596297537,59.0931896294084,1.5694119897785015,2.3180618286132955,0.2807222815998003,High Risk
Andorra,AND,2016,91.0415773681955,94.6524124145508,15.2011095700416,Europe & Central Asia,High income,-3.610835046355291,79.4513028445092,103.96613849489025,16.05992830215995,60.013033398525096,2.4458326873444065,3.356193542480497,1.3804199148692007,High Risk
Andorra,AND,2017,90.2031316123572,95.1090393066406,15.6664896441848,Europe & Central Asia,High income,-4.9059076942834,79.4425496624558,105.43873323086636,16.472135307428086,60.955434269147226,-0.8384457558383076,0.4566268920898011,0.4653800741431997,High Risk
Andorra,AND,2018,90.7088926174497,95.9804306030273,15.7132150886835,Europe & Central Asia,High income,-5.271537985577595,80.2672155143438,105.81148973762635,16.371269632736876,61.09137968518161,0.5057610050925092,0.8713912963867045,0.04672544449869953,Critical Risk
Andorra,AND,2019,90.3239289446186,96.574333190918,15.4352596927579,Europe & Central Asia,High income,-6.2504042462993965,81.1390734981601,106.91998711673823,15.982776357610362,61.451381737174295,-0.38496367283110544,0.593902587890696,-0.27795539592560026,Critical Risk
Andorra,AND,2020,89.4271272114575,97.1500396728516,15.2605749006777,Europe & Central Asia,High income,-7.7229124613941025,81.88946477217391,108.63598407129042,15.708253905059639,62.17211898817503,-0.896801733161098,0.575706481933608,-0.1746847920801997,Critical Risk
Andorra,AND,2021,89.7379912663755,98.0404205322266,15.4117647058823,Europe & Central Asia,High income,-8.302429265851103,82.6286558263443,109.25185548360051,15.719806812554765,62.48583114807764,0.3108640549179995,0.890380859375,0.15118980520460035,Critical Risk
Andorra,AND,2022,90.4656808651512,98.5098724365234,34.6414389161411,Europe & Central Asia,High income,-8.044191571372195,63.8684335203823,108.89198146130457,35.16544896397357,72.02871521263907,0.7276895987756973,0.46945190429678973,19.2296742102588,High Risk
Andorra,AND,2023,97.4446725986767,99.5086517333984,62.4106937082277,Europe & Central Asia,High income,-2.0639791347216914,37.0979580251707,102.11810361683101,62.71886174826003,82.41848268254552,6.978991733525504,0.998779296875,27.7692547920866,Moderate Risk
Angola,AGO,2000,106.341453552246,13.3690700531006,0.783640027046204,Sub-Saharan Africa,Lower middle income,92.9723834991454,12.585430026054397,12.571833096612997,5.8615896538328,9.216711375222898,,,,Low Risk
Angola,AGO,2001,106.341453552246,15.0013399124146,0.783640027046204,Sub-Saharan Africa,Lower middle income,91.3401136398314,14.217699885368397,14.106765904835388,5.223800217990461,9.665283061412925,0.0,1.6322698593140004,0.0,Low Risk
Angola,AGO,2002,106.341453552246,16.1495990753174,0.783640027046204,Sub-Saharan Africa,Lower middle income,90.1918544769286,15.365959048271197,15.186550997615464,4.852380690019095,10.01946584381728,0.0,1.1482591629028,0.0,Low Risk
Angola,AGO,2003,106.341453552246,16.1495990753174,2.87620997428894,Sub-Saharan Africa,Lower middle income,90.1918544769286,13.27338910102846,15.186550997615464,17.809791815109886,16.498171406362676,0.0,0.0,2.092569947242736,Low Risk
Angola,AGO,2004,106.341453552246,16.1495990753174,2.14597010612488,Sub-Saharan Africa,Lower middle income,90.1918544769286,14.00362896919252,15.186550997615464,13.288070472317306,14.237310734966385,0.0,0.0,-0.7302398681640598,Low Risk
Angola,AGO,2005,106.341453552246,16.1495990753174,2.6385600566864,Sub-Saharan Africa,Lower middle income,90.1918544769286,13.511039018631001,15.186550997615464,16.33823876605768,15.762394881836574,0.0,0.0,0.4925899505615199,Low Risk
Angola,AGO,2006,106.341453552246,16.1495990753174,2.55977010726929,Sub-Saharan Africa,Lower middle income,90.1918544769286,13.58982896804811,15.186550997615464,15.850363190635314,15.518457094125388,0.0,0.0,-0.07878994941710982,Low Risk
Angola,AGO,2007,106.341453552246,16.1495990753174,2.55977010726929,Sub-Saharan Africa,Lower middle income,90.1918544769286,13.58982896804811,15.186550997615464,15.850363190635314,15.518457094125388,0.0,0.0,0.0,Low Risk
Angola,AGO,2008,113.292236328125,22.7990207672119,2.55977010726929,Sub-Saharan Africa,Lower middle income,90.4932155609131,20.23925065994261,20.124080436703323,11.227544083606384,15.675812260154853,6.950782775879006,6.649421691894499,0.0,Moderate Risk
Angola,AGO,2009,112.278953552246,24.3320198059082,2.55977010726929,Sub-Saharan Africa,Lower middle income,87.94693374633779,21.77224969863891,21.67104255615096,10.520171065485231,16.095606810818097,-1.0132827758790057,1.5329990386962997,0.0,Moderate Risk
Angola,AGO,2010,113.87258174337,28.2108038778932,2.55977010726929,Sub-Saharan Africa,Lower middle income,85.66177786547681,25.651033770623908,24.77400920045067,9.073722671459214,16.923865935954943,1.5936281911240116,3.878784071984999,0.0,Moderate Risk
Angola,AGO,2011,128.386344899029,29.6869517832747,6.44004138280629,Sub-Saharan Africa,Lower middle income,98.6993931157543,23.246910400468412,23.123138061623578,21.693171565140403,22.40815481338199,14.513763155659007,1.4761479053815023,3.8802712755369995,Moderate Risk
Angola,AGO,2013,128.386344899029,29.6869517832747,9.22339720175662,Sub-Saharan Africa,Lower middle income,98.6993931157543,20.463554581518082,23.123138061623578,31.06885903642347,27.095998549023523,0.0,0.0,2.783355818950331,Moderate Risk
Angola,AGO,2015,120.580276489258,29.6869517832747,8.78320868033121,Sub-Saharan Africa,Lower middle income,90.8933247059833,20.90374310294349,24.620072741265766,29.586091372572554,27.10308205691916,-7.806068409771015,0.0,-0.44018852142541043,Moderate Risk
Angola,AGO,2016,120.580276489258,54.4167987304753,9.78287696232453,Sub-Saharan Africa,Lower middle income,66.1634777587827,44.63392176815077,45.12910429038788,17.977678199665533,31.553391245026706,0.0,24.7298469472006,0.9996682819933191,Moderate Risk
Angola,AGO,2021,89.2266094661321,53.1351542727131,9.78287696232453,Sub-Saharan Africa,Lower middle income,36.091455193419,43.35227731038857,59.55079386142281,18.411308099557743,38.98105098049028,-31.353667023125894,-1.281644457762198,0.0,Moderate Risk
Angola,AGO,2023,86.7353918783767,51.4839046246776,10.04935810264,Sub-Saharan Africa,Lower middle income,35.2514872536991,41.4345465220376,59.35743588599919,19.51941713803711,39.43842651201815,-2.4912175877554006,-1.6512496480355026,0.2664811403154701,Moderate Risk
Antigua and Barbuda,ATG,2000,135.142150878906,80.2067489624023,14.8930101394653,Latin America & Caribbean,High income,54.93540191650369,65.313738822937,59.34991299218812,18.568275528093707,38.959094260140915,,,,High Risk
Antigua and Barbuda,ATG,2007,116.446899414062,112.227951049805,14.8930101394653,Latin America & Caribbean,High income,4.2189483642570025,97.3349409103397,96.37693370498835,13.27032169807325,54.823627701530796,-18.69525146484399,32.0212020874027,0.0,Critical Risk
Antigua and Barbuda,ATG,2008,118.499542236328,122.261581420898,14.8930101394653,Latin America & Caribbean,High income,-3.76203918457,107.3685712814327,103.17472887538015,12.181267382919406,57.67799812914978,2.0526428222659945,10.033630371092997,0.0,Critical Risk
Antigua and Barbuda,ATG,2009,117.937446594238,118.682388305664,14.8930101394653,Latin America & Caribbean,High income,-0.7449417114260086,103.7893781661987,100.6316413767961,12.548626929472185,56.590134153134144,-0.5620956420900001,-3.5791931152339913,0.0,Critical Risk
Antigua and Barbuda,ATG,2010,120.18367767334,115.466743469238,16.6952054794521,Latin America & Caribbean,High income,4.716934204102003,98.7715379897859,96.0752289367258,14.458886583131136,55.26705775992846,2.246231079102003,-3.2156448364260086,1.802195339986799,Critical Risk
Antigua and Barbuda,ATG,2011,117.199310302734,116.185371398926,15.1060820367751,Latin America & Caribbean,High income,1.013938903808011,101.07928936215089,99.13485932537579,13.00170740506385,56.06828336521982,-2.9843673706059946,0.7186279296879974,-1.5891234426769998,Critical Risk
Antigua and Barbuda,ATG,2012,113.619567871094,117.228363037109,25.1156271899089,Latin America & Caribbean,High income,-3.6087951660149997,92.1127358472001,103.17620919849769,21.424531179334537,62.30037018891611,-3.5797424316399997,1.042991638183011,10.0095451531338,Critical Risk
